A\A\B421.wav,家庭军队,家庭军队。
A\C\G248.wav,好了婆婆你看到这个第十七页没有有二十五个数字是不是,大波波，你看到这个第10期没有？是不是？
A\A\E378.wav,耳朵耳朵,耳朵。
A\B\B133.wav,有一个是用来测量的东西直尺对对的,有一个是用来测量的东西，对的。
A\C\C127.wav,唉好勒放到起嘛之后照了发给我就行,
A\B\S98.wav,还有啥子记不得了,还有啥子哦了？
A\C\B33.wav,对不起我记不得了没有看好的没有看日历那今天星期几知道吗,今天星期几知道吗？
A\C\H104.wav,烟囱嗯我们说过一种船独木舟,烟囱啊，然后我没说过一种川式独木舟。
A\B\B104.wav,啊请问婆婆有没有照做这期间的话,她婆婆有没有罩住的话。
A\C\C268.wav,算账那些话就是我们屋头买的饺子米粉儿那些的话几块钱一碗啊那些是做的小买卖的是馆子是家头的钱那些钱小了点儿不行啊,嗯，算账好跟你讲，我还没。
A\B\Z99.wav,好指一下屋顶再指一下地板,嗯，他屋里在指一下地板。
A\B\A95.wav,测量东西用的是啥子尺子吗记不到对对是直尺哈,扬中市用的，支持哈。
A\A\D146.wav,吃药不吃哈要吃吃啥子药哎现在吃药他记得到不,好没？
A\B\G119.wav,家庭,家庭。
A\A\Q137.wav,这五张图你觉得哪一张是你看过的婆婆你看哪张是看过的,正5正5章错了，你觉得哪张是你看过的嘛？你看哪张是胖哥的？
A\A\E410.wav,嗯然后您其他有没有什么其他疾病就高血压,嗯，有高血压。
A\B\S359.wav,独生有出现过吗没有,不想有出现过吗？没有。
A\B\G22.wav,呃现在是几月份,嗯，新车是几月份？
A\A\E437.wav,然后他所谓的入睡困难是什么呀他一上床然后他就会玩手机然后就一直玩手机完全不能自控的那种玩手机,了，入水的困难是什么呀？这是他又想创，然后他就会玩儿的。
A\B\Q37.wav,做个决定不容易人老哒,我感觉你不遇到老人。
A\B\G90.wav,有一种海洋生物这个忘了一下记这么多,有有一种海洋生物。
A\C\C647.wav,刀子刀子钟钟自行车自行车看哈你回想下有哪些嘛,孬子唉，羔子中东自行车。
A\B\Z65.wav,记不起来了哈嗯他记不到了嗯我们我再给你看一遍哈爷爷尽量记到哈,走起来了哈，听到了，看在我再给你看一遍哈，尽量记到哈。
A\B\B538.wav,画好了嘛好行了她说她画好了嗯好的,换号了吗？好。
A\C\H274.wav,方块嗯锯子,才放开。
A\C\D70.wav,好了请你拿一张白纸给她让她在纸上写一句话她写得来撒,好，请你拿一张白纸给他，让他在纸上写一句话，他写得来噻。
A\B\Y86.wav,别的哦夹子啊嗯,
A\B\Z199.wav,好我们下面最后一次哈我会再给你吧目标词看一遍等会儿我还会问你看到过没有哈爸爸在这里看,那是啥子？爱姐姐人爱，嗯，儿啥子，啥子，啥子角落啊，那个啥子，为啥子，嗯嗯，啥子，嗯？
A\C\D591.wav,不知道是病人用的叫什么名字也,不冷呀，是病人用的叫啥子名字啊？
A\C\D135.wav,好请你请你把这个笔放在你这张白纸上再把笔拿回来,请你请你把那个，嗯笔放到你那张白纸上，再把笔拿回来。
A\A\Q763.wav,有没得情绪不稳定很容易惹他发火生气他都不爱发火他啷个爱发火嘛他都不爱他脾气都很好,有没得情绪不稳定，容易对他发火生气，他都不爱发火，他啷个发红包都不挨，他脾气都很好的。
A\C\B40.wav,然后要重复一遍我说的这三样东西因为待会我做了其他评估之后还会再问您,然后要重复一点我说的这三样东西，然后因为待会儿我做了其他病过之后还要再问你。
A\B\D148.wav,这个呢这个是支笔诶对,末世之笔。
A\C\H243.wav,她说啥子呀邮票贴在哪里哦邮票写在这嗯对了邮票贴在信封的哪里,他说油票。
A\A\C458.wav,没有哈你觉得未来有希望吗未来希望就是活就活撒,没有哈，你觉得未来有希望吗？
A\C\E285.wav,唉得二十四来哩哦二十三在勒一点儿,或者20。
A\B\D59.wav,嗯对的好这个这个是气球,对照好几个。
A\C\C239.wav,海洋图书馆国旗家具家庭对家庭,海洋无死亡歌曲，家里，家庭，家庭。
A\B\G7.wav,那有没有白天会感觉到非常的困倦的情况呢,那有没有白天可以干倒你的困倦状况了？
A\A\Q004.wav,你现在在哪一个地方哎你现在住的这个地方是哪一个地方,哦哦，哦，5。
A\A\Q169.wav,钟自行车自行车来婆婆你看你能不能想起一两个,冬自行车，你看你能不能想起一两个？
A\B\A166.wav,这个呢这个是中指很好,怎么啦？哎？
A\A\D636.wav,嘞是个面具面具好嘞个哎,
A\A\Q440.wav,树木树木,树木书目。
A\C\D373.wav,床冰箱冰箱电话在响,出来冰箱，阴天，电话在响。
A\A\E440.wav,嗯然后没收一次他还要出来拿拿了再没收拿了再没收,他他那我咋没收？没收。
A\B\S491.wav,那大概一周能出现个两三次,那大概一周能出现过两三次。
A\B\Y308.wav,一般哈嗯,
A\A\Q571.wav,子弹嘞个没有听过物体没有听过,是哒，那个不顾。
A\A\B285.wav,好那他睡觉一般晚上几点睡觉呢,那他睡觉一般晚上几点上床睡觉呢？
A\B\E243.wav,记不住啦说太多了想一下嘛你刚才还让我提示一边呢那些的几个词,刚才你还让我给你提示一遍啊，提示一遍，那几个字。
A\B\C24.wav,眼睛,那个数学是上语文23只一个样，嗯。
A\B\Y355.wav,这是啥子哇这是金字塔啊嗯对的,
A\C\D266.wav,好可以了好我现在问你我刚刚给你念了三遍的有些词语也,好，可以了哈，我现在问你，我刚刚给你念了三遍的有些词语啊。
A\C\H59.wav,然后您先读一下这四个词语好吧,然后你想读一下这4个词语好吗？
A\C\D194.wav,这个也看过的吗嗯这个看过没有啊没有,这个也看过的吗？你看过没有啊？
A\B\Z236.wav,五八二五八二,286，爸爸去。
A\A\E100.wav,木船哈标准的是独木舟哈阿姨独木舟,嗯，好耍哈，都不错。
A\B\A4.wav,今年是哪一年哦不是您出生的那一年今年是哪一年,今年是哪一年哦？不是念出生的那一年，今年是哪一年？
A\C\F568.wav,我要跟你说一串数字听我的我要给你说一串数字跟着念一遍,我要跟你说一串数字，哈哈，我给你说一串数字，然后你跟着问你。
A\B\B130.wav,用来固定的诶有一个是用来,用来固定的爱有个时候。
A\A\E297.wav,寂静女儿前额老虎黎明,机井愿千老婆里面。
A\B\B4.wav,哎有时候上切可能就是一二十分钟就睡着了,那有时候下个月可能就是一二十分钟就睡着了嘛。
A\B\A134.wav,看东西用的那个是什么眼镜望远镜哎很好,看东西用的那个是什么？
A\B\L241.wav,嗯它是冰屋草房还是坟墓,嗯，他是滨湖草房还是坟墓？
A\B\Y38.wav,硬币嗯颈椎嗯旗子嗯嗯家庭嗯还有呢,
A\C\F523.wav,嗯内里季节向刚也有,嗯。
A\C\D410.wav,然后补齐所有的数字,然后补齐所有的数字。
A\B\Y62.wav,好我们再看一遍您读一下吧,我。
A\A\B700.wav,他特别小气而且特别爱生气哦觉得他抑郁不呢,他特别笑起，嗯，哦，那您觉得他抑郁不喃？
A\C\A183.wav,还是刚才内个纸然后婆婆再试着画一下图嘛来画这个图,那还是刚才那个句，然后来，发几个。
A\A\Q388.wav,你有没有担心发生一些啥子事故这些没有,你们那些发生些啥子事故那些没有。
A\C\C434.wav,内个看过哩下一个这个看过哩哟,那个看过的，这个看过的。
A\A\C529.wav,乞丐有,7个月。
A\C\D532.wav,有没有肢体躯体的症状啊比如说手脚没得力啊这些,还有没得那个肢体的嗯，虚体的症状啊？说手脚没得力啊，那些有没得啊？
A\C\C82.wav,等于八十四哇嗯然后继续嘛一直一直减下去看,等于84哇。
A\B\F22.wav,刚刚我跟你说的那三个皮球嗯对头还有啥子皮球还有个啥子后头个是树木,刚刚我给你说的那个球，啊，对头还有啥子？我还有个后头个是树木。
A\B\G374.wav,忘记吃就是睡前的钙片呀那些,忘记吃，就是嘴欠的改变落子些。
A\A\B403.wav,麦子海洋好的现在记得哪些词啊,妹子，海洋，现在记到那些词呀。
A\B\F153.wav,九十四减六等于八十八,94.6正月88。
A\B\B602.wav,有没有啥子就是有没有动脉硬块有没有查过没有查没有哈,那你们还是有没得动脉硬化也没有查过，没有哈。
A\B\S658.wav,还有什么记不得了记不得,还有什么？
A\A\A371.wav,你对生活基本上满意不满意,他不说话。
A\C\B37.wav,我反正在这个啷个养老院里面它在什么区好的那你养老院你在的是几楼啊,我反正都一样。
A\A\Q296.wav,锅铲钳子独木舟,你钱纸独木舟。
A\A\Q160.wav,接下来我给你念一些词语我念完之后你把你记到的有哪些词告诉我,这几天我给你念一些词语，我连完之后你把你记倒，你还有哪些词告诉我。
A\B\G28.wav,那你现在在哪个城市呀重庆,那你现在在那个城市呀，重庆。
A\C\C498.wav,我我忘了啊没事对不起哈对不起啊没关系没关系你看仔细点我慢点慢点来,我忘了。
A\A\C506.wav,姐姐没见过乞丐见过,姐姐没见过，7。
A\C\B243.wav,没见,白剑。
A\B\A321.wav,大腿大腿大腿没得好的,退。
A\A\A410.wav,没得啥子病我就是现在眼睛遭了后左眼只看得到一半边哦视力下降哈,芜湖。
A\B\A204.wav,这个读过没有音乐这个没读过,做完没有？
A\C\G389.wav,我现在都不放心都是喊保姆陪到起的好的可以自己洗澡不,我们现在都不放心吧。
A\A\Q637.wav,我要计时的哈开始越快越好哈,我仔细的哈，开始越快越好哈。
A\A\A608.wav,是冰屋迈草房还是坟墓冰屋草房还是坟墓,13，嗯。
A\B\R170.wav,这是什么妹妹经常用的这个不知道,这是什么？美美经常勇敢。
A\A\A672.wav,兴趣和啥子哎兴趣和一些活动一些感兴趣的活动是不是现在已经放弃了已经不做这些活动了是不是,好。
A\A\C662.wav,卡车跑车卡车卡车没有说过,卡车跑车卡起了卡车。
A\C\F384.wav,有心结然后然后一直压抑在心头的那个心结也一直都打不开然后他斗,心结然后，然后一直压抑在心头的那个心结与一直都打不开，然后他就。
A\C\H397.wav,然后接下来我们拿出另一张纸有数字有汉字的,大家好，另一张，只有树子又汉子了。
A\B\A29.wav,哎很好再减七再减七啊九十三减七八十六嗯,嗯，好，再见7。
A\A\E402.wav,回忆不到记不到了一个都记不到吗,回不到了，记不到了。
A\B\L239.wav,它是它是罐头刀还是河马还是犀牛,他是罐头刀还是河马还是犀牛？
A\C\D215.wav,女儿女儿前额前额,女儿儿钱哎。
A\C\C719.wav,哎对他正常的他有没有表现出对周围的生活呀,是正常的。
A\B\E286.wav,您害不害怕有什么不开心的事情落在你身上啊不怕,你害不害怕有什么不开心的事情落在你身上呀？好。
A\B\S533.wav,好早上会一般叔叔几点睡啊,照张伟一本。
A\C\F369.wav,那你觉得你希望避开聚会吗避开啥子闭哟不是你希望距避开聚会不就是你喜欢,哦，那你觉得你希望避开聚会吗？是你喜欢。
A\A\E093.wav,百灵鸟是猫头鹰哈猫头鹰猫头鹰,伴娘，嗯，是。
A\A\A240.wav,只有几个没答得起再念一遍哈第三遍,
A\B\Z211.wav,嘞个安嘞是啥子又是恼火又是恼火念到过没得念到过,练到过没得？那个练到过没得，啊？我们面都没得刚才。
A\A\C122.wav,刚才看到的一种植物是啥子刚才看的植物哇,预谋刚才看了一种植物是啥子植物啊？
A\C\C534.wav,竖起来唉竖起来你换一个方向把它竖起来唉好哩,你！
A\A\D228.wav,婆婆现在听我说哈请你用一只手的两个手指头拍左右肩膀各两次并眨眨眼睛,超哥现在听我说哈，请你用一只手的两个手指头拍左右肩膀各两次并扎扎眼睛。
A\B\B389.wav,好的还有吗救护车轿车嗯,好的。
A\C\C796.wav,这是叉鱼那个叉子哟不是他是画画的,嗯，那是的，那个东西。
A\B\Y318.wav,是锯子啊婆婆锯子没得锯齿哒嘛像个刀一样,
A\C\H212.wav,你再说一遍额没关系哈 你看得到视频吗,现在顺便，阿梅没关系哈，你看你看得到视频吗？
A\A\C631.wav,它是一种乐器乐器哦,用。
A\C\H261.wav,桌子读过吗什么桌子桌子啊桌子,桌子多吗？瓜娃子，瓜娃子。
A\B\C171.wav,那你感到有莫得那种孤独的那种想法得就是感觉莫得人来帮我有有是经常有还是偶尔喃,那你有感到，有没得那种孤立无援的时候喃，总觉得有没得哪个来帮我，有吗？是经常还是偶尔呢？
A\C\G402.wav,好好好的谢谢啊谢谢哈谢谢配合谢谢好再见再见,谢谢！
A\B\L26.wav,一共有四幅哈你画好一幅就给我说我给放下一幅,一共有是福哈，你画好衣服就给我说就给你放下。
A\C\F393.wav,那他吃饭啷个样啊吃饭还可以哎好的那有没有什么有没有什么基础疾病呢比如说什么高血压之类的,那他吃饭怎么样呢？吃饭还可以，又没有什么，又没有什么基础疾病。
A\C\G329.wav,这个是竹子啊竹子啊嗯婆婆你觉得它像棚架还是像垃圾桶,几个小时？猪猪垃圾桶。
A\A\Q542.wav,嘞个看过没有猴子没有秋千嘞个看过的,你看过没有？喝。
A\C\G49.wav,皮球嗯树木嗯还有个啥子呀,谢谢了，嗯。
A\C\D459.wav,你连起走四连了的嘛四连了的四连几,你煮嘛，4。
A\C\C442.wav,勒个没有好哩你再勒个也没有下一个勒个看过哩,那个没有，那个有没有一个那个看过的。
A\C\C426.wav,物体物体好你现在你看下我给你看一堆新单词就是说哪些是刚看过勒哪些是新加进来哩,物体。
A\C\G164.wav,这个这个是夹东西用的平时你们在医院也要用夹东西用的啊在医院也要用你给别打针的时候,洗夹东西用的，平时你们在医院也要用。
A\B\S273.wav,有哈嗯,又喊，哼。
A\A\A147.wav,好你来说一遍好,
A\B\S103.wav,然后有一种鸟猫头鹰哟,然后有一种尿。
A\A\Q254.wav,认得到不这是个马迈羊子哟,难道不，这是个妈卖羊子。
A\B\A154.wav,有一个海洋嘛嗯海洋对还有呢有一个尺子,有个海洋嘛。
A\A\Q289.wav,这个肯定也说不出来,那个肯定也说不出来。
A\A\B037.wav,那昨晚上睡好没有嘛昨晚上睡得好不好睡得好哎,服务。
A\C\D582.wav,她不晓得饿啊平时都是一个人在屋头吗去年是一个人在屋头今年我们就把她接出去了,他不得饿啊，平时都是一个人在屋头。
